id,name,speciality,taste,medicine type,passing,have,effect
1439,vob nail lies萬芮榴（鱼輙串）,冷,苦,冷药,热经、快经,,tit bongt替笨（理气）、hxab hxab kib caf net旭嘎凯滁内（清热利湿）、tab jab沓痂（解毒）
1440,防风,,,,,,驱风
1441,vob jab ghab qongf dliob萬佳嘎强确（篇蓄）,冷,苦,热药,热经、快经,,hxub hxab kib dod vas jut旭嘎凯达洼居（清热利尿）、tad jab沓痂（解毒）
1442,vob ngeix bat dliangt葛里八降（车前草）,冷,甜,冷药,热经,,hxub hxab kib vas eb wal旭嘎凯洼欧完（清热利尿）、解毒
1443,jab ghab ngenx佳嘎旅（生扯拢）,冷,苦,苦药,热经,,清热解毒
1444,玉米须,,,,,,淡渗利湿、解毒
1445,vob haib ghab mox萬鼾嘎玛（凤尾草）,热,甜,热药,冷经,,hxub hxab kid vas eb旭嘎凯洼沃（清热利湿）、senb hxangd赊象（凉血）
1446,niangx ghaib zand仰嘎姬（白茅根）,热,甜,热药,冷经,,hxub hxab kid vas jut旭嘎凯洼居（清热利尿）、senb hxangd赊象（凉血）
1447,jab hxangd佳腔（海金沙）,冷,苦,冷药,热经,,通淋利尿
1448,jab ghad jil gheib加嘎吉给（仙鹤草）,冷,苦、涩,冷药,热经,,quk liand dangt hxangd苣敛挡象（收敛止血）
1449,vob ngeix bat dliangt菖里八降（车前草）,冷,甜,冷药,热经,,hxub hxab kib vas eb wal旭嘎凯洼欧完（清热利尿）
1450,vob nix liod萬里料（石韦）,冷,苦、微甜,冷药,热经,,vas eb 洼沃（去水）
1451,vob ngeix bat dliangt萬里八降（车前草）,冷,甜,冷药,热经,,hxub hxab kib vas eb wal旭嘎凯洼欧完（清热利尿）
1452,det bix hek hab fangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任早（清热燥湿）、baix dul tad jab摆都沓痂（泻火解毒）
1453,zend Bel liangx珍布仰（金樱子）,热,甜、涩,热药,冷经,,bud diut qeb jind布丢曲靳（补肾生津）、quk liand苣敛（收敛）
1454,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）
1455,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,vas ebcaf net洼沃除内（利水渗湿）、dangf dliud dius vangs diongk挡琉停网亭（宁心安神）
1456,lax lik娜丽（山药）,热,甜,热药,冷经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
1457,neix nianb fangx xens芮朗纺兴（黄毛耳草）,冷,苦,热药,热经、快经,,hxub hxab kib dod vas jut旭嘎凯达洼居（清热利尿）、tad jab沓痂（解毒）
1458,vob jab ghab qangfhlieb萬加嘎强溜（篇蓄）,冷,苦,冷药,热经、快经,,
1459,vob nix liod萬里料（石韦）,冷,苦、微甜,冷药,热经,,xeeb hfud nais pob dangf ngol卸复奈波挡苟（去肺热）、senb hxangd维象（凉血）
1460,vob bik seix nlieb葛比赊幼（金钱草）,冷,苦、微辛,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、zaok net vex hxangd造内维象（利水活血）、yangk angt泱安（消肿）
1461,niangx ghaib zand仰嘎姬（白茅根）,热,甜,热药,冷经,,hxub hxab kid vas jut旭嘎凯洼居（清热利尿））
1462,det ghab lib fanb豆嘎里访（黄柏）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、dlax kid zaok net拉凯造内（泻火燥湿）
1463,vob did dlub萬底搜（一点红）,热,酸、微苦涩,热药,冷经,,hxub hxad kib caf net旭嘎凯滁内（清热利湿）
1464,gangb hangt naf岗哄耐（九香虫）,热,咸,热药,冷经,,tit bongt替笨挡象（理气止痛）、kxed dionb xongt fangb dab荷相雄访达（温中助阳）
1465,vob bel diangd萬布当（五加皮）,热,辛,热药,冷经,,dias jent caf net滇劫滁内（祛风除湿）
1466,det dent豆顿（杜仲）,热,甜,热药,冷经,,bud sand bud diuf布汕布丢（补肝肾）、jongt dail hsongd炯带松（壮筋骨）
1467,jex sangx ghut ghut ngeil niub酒桑咯咯列里（牛膝）,冷,酸、苦,冷药,热经,,vex hxangd yangx diod hxangd维象洋丢象（活血化瘀）
1468,kaid vud凯欧（黄精）,热,甜,热药,冷经,,bud bongt qeb jind 布笨曲靳（补气养水）、maix diangl maix ves nait bud bongt麦靓麦韦苏布笨（健脾益气）
1469,双肾草,热,甜、微苦,热药,冷经,,bud diuf布丢（补肾）
1470,ghab jiongb det diok naob嘎炯豆丢劳独（白金条）,热,麻、辣,热药,冷经,大毒,
1471,ghab jong^ nib det diol嘎炯令豆得（水冬瓜根皮）,热,苦,热药,冷经,,ves hxangd yangx diod hxangd维象烽丢象（活血化瘀）、tab ngangl lod hsongd沓斡洛冲（疏筋接骨）
1472,vob jut eb葛久欧（水三七）,冷,苦,冷药,热经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒） zangl diod hxangd dangf mongb漳丢象挡蒙（散瘀止痛）
1473,jab jex liux加九留（四块瓦）,热,辣,热药,冷经,,zangl seil dangf ngol漳射挡蒙（散寒止痛）、vex hxangd dongd mongb维象挡蒙（活血止痛）、dias diod hxangf tat jab滇丢象沓痂（散瘀解毒）
1474,vob niangx hxib萬仰西（小血藤）,热,酸、涩,热药,冷经,,hxangd hangd dangf hxangd赊象挡象（凉血活血）
1475,det zent kongt豆珍空（透骨香）,热,麻、辣,热药,冷经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、ves hxangd yangx diod hxangd维象烽丢象（活血化瘀）
1476,ghab jongx hsob nox嘎炯豆嗟洛（梧桐皮）,热,甜,热药,冷经,,dias jent caf net滇劫滁内（祛风除湿）
1477,jab hxend yat佳生幼（三角枫）,冷,苦,冷药,热经,,dias jent tad jab滇劫沓痂（祛风解毒）、ves hxangd维象（活血）、yangk angt dangf mongb泱安挡蒙（消肿止痛）
1478,vob bel diangd萬布当（五加皮）,热,辛,热药,冷经,,dias jent caf net滇劫滁内（祛风除湿）
1479,jab bangx gangb佳榜岗（苕叶细辛）,热,辣,热药,冷经,小毒,tad biaox zangl seil沓标漳射（温经散寒）
1480,jab jex liux加九留（四块瓦）,热,辣,热药,冷经,,zangl seil dangf ngol漳射挡蒙（散寒止痛）、vex hxangd dongd mongb维象挡蒙（活血止痛）、dias diod hxangf tat jab滇丢象沓痂（散瘀解毒）
1481,jab ngail mait佳莪罢（七叶莲）,冷,苦,冷药,热经,,祛风除湿、活血止痛
1482,ghab jongx bel sob xok gax bas嘎龚布梭学嘎八（见血飞）,冷,苦,冷药,热经,,dias jent dangf mongb滇劫挡蒙（祛风止痛）、zangl diod hxangd yangk angt滇丢象样安（散瘀止血）、yangk angt tad jab泱安沓痂（消肿解毒）
1483,jab det geix zangb佳豆给棕（威灵仙）,热,辛辣,热药,冷经,,疏风散寒止痛
1484,jab jex liux加九留（四块瓦）,热,辣,热药,冷经,,dias diod hxangf tat jab 滇丢象沓痂（散瘀解毒）、vex hxangd dongd mongb 维象挡蒙（活血）
1485,jab bangx gangb 佳榜岗（苕叶细辛）,热,辣,热药,冷经,小毒,tad biaox zangl seil沓标漳射（发表散寒）
1486,ghab jiongx ghab link det ghab dlul嘎炯豆嘎偷（岩马桑）,热,辛,热药,冷经,,祛风除湿、疏筋活络
1487,jab ngail mait佳莪罢（七叶莲）,冷,苦,冷药,热经,,活血止痛
1488,ghab jongx linl det diol嘎龚令豆得（水冬瓜根皮）,热,苦,热药,冷经,,ves hxangd yangx diod hxangd维象律丢象（活血化瘀）、tab ngangl lod hsongd沓斡洛冲（疏筋壮骨）
1489,zend fab hxub珍发秋（木瓜）,热,酸,热药,冷经,,vex hxid维洗（疏筋）、caf net滁内（除湿）
1490,reib giad sob芮加扫（九龙盘）,热,麻、辣,热药,冷经,,ves hxangd yangx diod hxangd维象样丢象（活血化瘀）
1491,det ghab lib fanb豆嘎里访（黄柏）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、dlax kid zaok net拉凯造内（泻火燥湿）
1492,zend ded珍陡（慧茂米）,平,甜、淡,两经药,,,vas net洼内（利湿）、hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
1493,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,vas ebcaf net洼沃除内（利水渗湿）、maix diangl maix ves hxed麦靓麦韦荷相（健脾补中）
1494,jab hxend yat佳生幼（常春藤）,冷,苦,冷药,热经,,dias jent tad jab滇劫沓痂（祛风解毒）、yangk angt dangf mongb泱安挡蒙（消肿止痛）
1495,岩川菖,,,,,,补血活血化瘀
1496,zend fab hxub珍发秋（木瓜）,冷,酸、涩,冷药,热经,,hx ub hxab sand fangx旭嘎汕仿（平肝）、vex hxid维洗（疏筋）、caf net滁内（除湿）
1497,vob bel diangd萬布当（刺五加）,热,辛,热药,冷经,,dias jent caf net滇劫滁内（祛风除湿）、ves hxid jongt dail hsongd 维洗炯带松（强筋壮骨）
1498,baod zangd ghcnd dad苞姜给打（土茯苓）,热,甜,热药,冷经,,vas ebcaf net洼沃滁内（利水渗湿）
1499,vob benb dliangx ok萬榜降卧（蛇床子）,冷,苦,冷药,热经,,燥湿祛风、杀虫止痒
1500,det ghab lib fanb豆嘎里访（黄柏）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、dlax kid zaok net拉凯造内（泻火燥湿）
1501,zend sob珍莎（花椒）,热,麻、辣,热药,冷经,,caf net did gangb滁内抵港（燥湿杀虫）、止痒
1502,明矶,,,,,,收敛
1503,jab gangx saib佳巩山（苦参）,冷,苦,冷药,热经,,hxub hxab kid caf net旭嘎凯滁内（清热利湿）、dias jent dib gangb滇劫抵港（祛风杀虫）
1504,det ghab lib fanb豆嘎里访（黄柏）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、dlax kid zaok net拉凯造内（泻火燥湿）
1505,jab juf six佳架山（龙胆草）,冷,苦,冷药,热经,,hxub hxab kib zaod net旭嘎凯造内（清热燥湿）、hxub hxab sand baix dul旭嘎汕渣都（清肝泻火）、tat jab沓痂（解毒）
1506,zend lei珍陆（梔仁）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）、hxub hxad kib caf net旭嘎凯滁内（清热利湿）、hxib kib jid hxib scil赊凯吉赊舍（退火）
1507,det al hmaib豆阿潘（地肤子）,冷,苦,冷药,热经,,dangt gt gat挡祛卡（止痒）
1508,nangb hxent dlaib朗心沙（乌梢蛇）,热,甜、辛,热药,冷经,,xud jab墟瘢（排毒）
1509,jab diol ved nieb佳丢欧里（白英）,冷,苦,冷药,热经,小毒,hxub hxad kid caf net旭嘎凯滁内（清热利湿）、dias jent tad jab滇劫沓痂（祛风解毒）
1510,雄黄,,,,,,杀虫止痒
1511,det vob gangb豆葛岗（桑叶）,冷,苦,冷药,热经,,疏散风热、清肺润燥、dias jent cat net滇劫滁内（祛风除湿）
1512,ghab nex vob xangt det嘎佬房相豆（大青叶）,冷,苦,冷药,热经,,hxub hxab kid caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）
1513,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad nais pot任复奈波（润肺）
1514,zend jab ngol huk珍加莪确（天门冬）,热,甜、微苦,热药,冷经,,khangd vut hvent baix dal汗吾窝摆都（养阴清热）、reb zaok geb jind 任早曲折（润燥生津）
1515,vob khok ed茵壳欧（野薄荷）,热,辛,热药,冷经,,pot wos jent zangl zet 迫渥劫漳止（疏散风热）
1516,vob dliangb dlik hniub嘎恨萬相学（大力子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）、xeeb hfad nais pot卸复奈波（宣肺）
1517,nex gix闹格（玉竹）,热,甜,热药,冷经,,khangd vut hvent reb zaok汗吾窝任早（养阴润燥）、geb jind dangt ngas ghongd曲靳挡嘎候（生津止渴）
1518,苦瓜叶,,,,,,清热滋阴泻火
1519,guab geb nyox挂桂俄（白微）,冷,苦、咸,冷药,热经,,hxub hxab kid sent hxangd旭嘎凯赊象（清热凉血）
1520,水灯草,,,,,,清肺热
1521,vob nail lies bad萬芳略芭（一枝黄花）,冷,苦,冷药,热经,小毒,pat wos jent hxub hxad kid迫渥劫旭嘎凯（疏风清热）、tat jab yangk angt沓痂泱安（解毒消肿）
1522,vob jux bix yut萬久碧幼（一朵云）,热,甜、淡,热药,冷经,,red hfad nais pot dangf ngol任复奈波挡苟（清热润肺）
1523,hangx bongx xangd访榜香（黄瓜香）,冷,苦、微辛,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
1524,det vob gangb豆葛岗（桑白皮）,热,甜,热药,冷经,,泻肺
1525,芭（白花前胡）,冷,苦、微辣,冷药,热经,,pot wos jent hxub hxab kid迫渥劫旭嘎凯（散风清热）
1526,jab ved加欧（苍耳子）,冷,苦,冷药,热经,,dias jent zangl scil滇劫漳射（祛风散寒）、zaok net tad jab造内沓痂（除湿解毒）
1527,jab zend ghab nex waix佳珍嘎佬竟（果上叶）,热,甜、淡,热药,冷经,,yis hvent tit hfud nais pob怡渥替复奈波（养阴清肺）、dias ghab ngol dangt ngol滇哈格挡苟（化痰止咳）
1528,bad god tid波嘎梯（百合）,热,甜、微苦,热药,冷经,,润肺止咳、清心安神
1529,bangx vob hvid榜萬芜（野菊花）,冷,苦,冷药,冷经、快经、半边经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
1530,vob nail lies萬芮榴（鱼輙串）,冷,苦,冷药,热经、快经,,tit bongt替笨（理气）、hxab hxab kib caf net旭嘎凯滁内（清热利湿）、tab jab yangk angt沓痂泱安（解毒消肿）
1531,jab lob gheid佳劳给（马鞭草）,冷,苦、涩,冷药,热经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）
1532,jab liub hxangd佳榴腔（土升麻）,热,辛,热药,冷经,,dias jent caf net滇劫滁内（祛风）
1533,vob khok ed葛壳欧（薄荷）,热,辛,热药,冷经,,pot wos jent zangl zet迫渥劫漳止（疏风散热）
1534,vob nix ngol萬你掠（小过路黄）,冷,涩,冷药,热经,,hx- ub hxab kib tad jab旭嘎凯沓痂（清热解毒）、vas jut xud vib洼渥墟依（利湿）
1535,vob gend mal萬庆玛（紫莞）,热,甜、微辛,热药,冷经,,润肺
1536,生石膏,,,,,,清胃热
1537,ghab nex vob xangt det嘎佬葛相豆（大青叶）,冷,苦,冷药,热经,,hxub hxab kid caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）
1538,jab mongb hxangb佳蒙腔（青木香）,冷,苦,冷药,热经,,dias jent dangt mongb滇劫挡蒙（祛风）、tad jab沓痂（解毒）
1539,vob jex diul bod kongb葛主独波科（九头狮子草）,冷,苦,冷药,热经,,eb hniangk欧仰（发汗）、tad biaox沓标（解表）、dangf ngol caf moud挡苟滁穆（清热除烦）
1540,zend mangb珍蟒（杏仁）,冷,苦,冷药,热经,小毒,润肺
1541,一窝蛆,,,,,,润肺止咳
1542,ghab jiongb nfib嘎炯菲（葛根）,热,甜,热药,冷经,,tad biaox hxub hxab kib沓标旭嘎凯（解表清热）、qeb jind dangf ngas ghongd曲靳挡嘎候（生津止渴）
1543,vob ghob liangx萬嘎仰（鸭跖草）,平,淡,两经药,,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、senb hxangd dangt hxangd赊象挡象（凉血止血）
1544,vob nail lies bad萬'芳略芭（一枝黄花）,冷,苦,冷药,热经,小毒,pat wos jent hxub hxad kid迫渥劫旭嘎凯（疏风清热）、tad jab yangk angt沓痂泱安（解毒消肿）
1545,vob jux bix yut萬久碧幼（一朵云）,热,甜、淡,热药,冷经,,red hfad nais pot任复奈波（润肺）
1546,叶下珠,,,,,,清热解毒、淡渗利湿
1547,vob jux bix yut萬久碧幼（一朵云）,热,甜、淡,热药,冷经,,red hfad nais pot任复奈波（润肺）
1548,vob dlub zat菖首扎（岩白菜）,热,甜,热药,冷经,,润肺止咳、止血、滋补肝脾
1549,vob jex bib bad萬祖别芭（前胡）,冷,苦、微辣,冷药,热经,,pot wos jent hxub hxab kid迫渥劫旭嘎凯（散风清热）、baix bongt jul摆笨阶（降气）
1550,vob dliangb dlik hniub嘎恨萬相学（牛莠子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫渥劫漳止（疏散风热）、xeeb hfad nais pot卸复奈波（宣肺）
1551,vob haib hxub萬灰秋（土大黄）,冷,苦、涩,冷药,热经,,hx- ub hxab kid tad jab旭嘎凯沓痂（清热解毒）、senb hxangd dangf hxangd赊象挡象（凉血止血）
1552,bangx vob hvid榜萬芜（野菊花）,冷,苦,冷药,热经、快经、半边经,,清热除湿
1553,ngix gheib ghob bad额给戈罢（桔梗）,冷,苦、微辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）、zangl seil漳射（散寒）dias ghab ngol滇哈格（祛痰）
1554,vob jux bix yut萬久碧幼（一朵云）、zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad nais pot任复奈波（润肺）
1555,nangx fangx yut朗访幼（石斛）,热,甜,热药,冷经,,滋阴除热、养胃生津
1556,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,vas ebcaf net洼沃滁内（利水渗湿）、maix diangl maix ves hxed麦靓麦韦荷相（健脾补中）
1557,zend ded珍陡（茂仁米）,平,甜、淡,两经药,,,hxub hxab kibtadjab旭嘎凯沓痂（清热解毒）
1558,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）
1559,臭牡丹,,,,,,清热解毒
1560,bang jab hxangd榜佳腔（金银花）,热,甜、微涩,热药,冷经,,senb hxangd赊象（凉血）
1561,bangx vob hvid榜萬芜（野菊花）,冷,苦,冷药,热经、快经、半边经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
1562,生石膏,,,,,,清热
1563,zend lei珍陆（栃子）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）、hxub hxad kib caf net旭嘎凯滁内（清热利湿）
1564,det bix hek hab qangt豆比吼哈枪（三颗针）、hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax Kid Tad Jab拉凯沓痂（泻火解毒）
1565,vob heeb kab nied葛灰卡娜（紫花地丁）,冷,苦,冷药,热经,,tat jab沓痂（解毒）、hxub hxab kib旭嘎凯（清热）、yangk angt泱安（消肿）
1566,ghab nex vob xangt det嘎佬萬相豆（大青叶）,冷,苦,冷药,热经,,hxub hxab kid caf net旭嘎凯滁内（清热利湿）、senb hxangd tad jab赊象沓痂（凉血解毒）
1567,hsob geit nil ea嗟格里亚（千层塔）,热,甜、微苦,热药,冷经,,zangt diod hxangd yangk angt漳丢象泱安（散瘀消肿）、tad jab沓痂（解毒）、dangf mongd挡蒙（止痛）
1568,nangx fangx yut朗访幼（石斛）,热,甜,热药,冷经,,滋阴除热、生津
1569,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind 汗吾渥曲靳（滋阴生津）
1570,天花粉,,,,,,清热止渴
1571,水牛角粉,,,,,,清心热
1572,vob haib hxub萬灰秋（土大黄）,冷,苦、涩,冷药,热经,,hx- ub hxab kid tad jab旭嘎凯沓痂（清热解毒）、senb hxangd赊象（凉血）
